soil_type,state,district,season,temperature,rainfall,humidity,water_availability,farm_size,previous_crop,target_crop,suitable
Black,Madhya Pradesh,Jaipur,Zaid,35.8,34.2,44.5,Medium,12.3,rose,rose,0
Loamy,Uttar Pradesh,Jaipur,Kharif,28.0,1105.0,81.1,High,10.4,cotton,cotton,0
Clayey,Gujarat,Nilokheri,Kharif,30.0,1203.7,78.7,Low,9.3,banana,potato,0
Sandy,Haryana,Ludhiana,Kharif,26.8,1417.5,79.5,Low,17.8,none,maize,0
Sandy,Karnataka,Kolar,Kharif,24.9,1126.4,84.1,High,5.6,maize,potato,0
Loamy,Rajasthan,Nilokheri,Zaid,35.1,25.5,35.6,Low,9.5,wheat,tomato,0
Black,Andhra Pradesh,Ludhiana,Kharif,35.3,1142.9,81.8,Low,5.5,sugarcane,sugarcane,0
Loamy,Tamil Nadu,Kolar,Rabi,15.2,147.1,60.2,Medium,12.5,tomato,maize,1
Loamy,Tamil Nadu,Pune,Kharif,28.3,1662.7,75.8,High,13.2,rose,wheat,0
Red,Andhra Pradesh,Kolar,Rabi,14.4,230.5,51.2,Low,7.4,potato,wheat,1
Alluvial,Maharashtra,Manchar,Zaid,35.1,88.4,58.4,Low,7.9,rice,cotton,0
Black,Madhya Pradesh,Ludhiana,Kharif,28.2,943.9,74.7,High,4.5,wheat,cotton,1
Sandy,Punjab,Karnal,Zaid,33.5,117.2,55.8,High,6.5,mustard,mustard,0
Red,Maharashtra,Jaipur,Zaid,38.6,36.8,50.9,Low,2.2,rose,wheat,0
Red,Haryana,Nilokheri,Rabi,18.9,120.7,64.8,Medium,5.9,potato,tomato,1
Clayey,Haryana,Rajkot,Zaid,37.7,83.4,60.7,High,8.2,soybean,potato,0
Loamy,Karnataka,Ludhiana,Zaid,35.1,102.2,59.9,High,4.6,rice,rose,1
Clayey,Andhra Pradesh,Pune,Kharif,32.3,862.1,76.5,Low,6.2,banana,banana,0
Alluvial,Rajasthan,Pune,Rabi,15.4,110.1,51.0,Low,5.2,tomato,banana,0
Loamy,Madhya Pradesh,Kolar,Kharif,28.4,1235.0,73.2,Medium,0.9,banana,maize,1
Alluvial,Madhya Pradesh,Manchar,Rabi,16.9,363.2,66.6,Medium,5.7,mustard,banana,0
Sandy,Gujarat,Lucknow,Kharif,33.0,1663.8,78.2,High,2.2,maize,banana,1
Red,Maharashtra,Kolar,Rabi,15.0,123.9,61.6,Medium,5.2,banana,potato,1
Sandy,Maharashtra,Rampur,Zaid,36.9,78.6,46.9,High,7.9,rice,mustard,0
Black,Maharashtra,Rajkot,Rabi,10.6,186.4,61.5,High,6.5,cotton,soybean,0
Loamy,Karnataka,Jaipur,Kharif,25.2,1238.0,83.4,Medium,3.3,wheat,rose,1
Sandy,Andhra Pradesh,Manchar,Rabi,18.5,264.0,76.5,High,0.5,cotton,maize,0
Clayey,Tamil Nadu,Rampur,Zaid,34.9,164.6,46.3,Medium,3.2,sugarcane,mustard,0
Alluvial,Gujarat,Coimbatore,Kharif,29.6,1319.8,74.7,Medium,6.5,wheat,mustard,0
Red,Tamil Nadu,Kolar,Rabi,9.8,238.8,56.1,High,9.6,rose,wheat,1
Red,Rajasthan,Lucknow,Zaid,36.4,75.1,51.6,High,8.3,banana,rice,0
Loamy,Gujarat,Ludhiana,Rabi,18.0,306.8,55.8,High,11.4,rice,rice,0
Black,Punjab,Karnal,Kharif,29.9,829.4,77.5,High,9.4,potato,potato,0
Alluvial,Haryana,Jaipur,Zaid,34.0,85.2,46.6,Low,12.3,cotton,cotton,0
Loamy,Tamil Nadu,Coimbatore,Zaid,38.8,71.9,14.6,Medium,0.5,rice,soybean,0
Sandy,Maharashtra,Manchar,Rabi,21.5,365.2,59.8,Low,9.0,soybean,soybean,0
Clayey,Uttar Pradesh,Nilokheri,Zaid,33.3,74.6,35.3,High,10.3,mustard,soybean,0
Red,Punjab,Nilokheri,Zaid,36.1,65.7,46.8,Medium,12.5,none,banana,0
Sandy,Gujarat,Lucknow,Zaid,36.3,91.8,45.5,Low,6.3,potato,banana,0
Red,Karnataka,Rampur,Kharif,28.9,1294.1,82.4,Low,11.5,wheat,cotton,0
Clayey,Haryana,Karnal,Rabi,17.4,189.4,61.2,Medium,11.1,cotton,rose,1
Clayey,Rajasthan,Pune,Kharif,27.2,1319.7,81.1,Low,8.5,rose,tomato,1
Red,Uttar Pradesh,Rampur,Kharif,30.9,636.5,78.6,Medium,5.3,potato,wheat,0
Alluvial,Punjab,Coimbatore,Rabi,18.1,298.5,53.1,Medium,2.1,rice,cotton,0
Alluvial,Tamil Nadu,Lucknow,Kharif,24.2,1022.1,83.5,High,9.4,cotton,tomato,1
Loamy,Tamil Nadu,Rajkot,Zaid,35.0,134.3,50.6,Medium,13.7,soybean,sugarcane,0
Red,Maharashtra,Karnal,Kharif,28.1,1142.5,77.9,Low,15.5,potato,banana,0
Clayey,Punjab,Rajkot,Zaid,33.7,114.8,33.5,Low,5.3,soybean,banana,0
Red,Punjab,Kolar,Zaid,37.3,94.1,39.1,High,6.0,rice,potato,0
Sandy,Rajasthan,Lucknow,Kharif,27.0,796.9,80.7,Low,9.8,cotton,cotton,0
Red,Haryana,Kolar,Kharif,29.3,1175.0,73.2,Medium,9.1,rose,mustard,0
Alluvial,Andhra Pradesh,Rampur,Rabi,10.9,251.0,59.5,Low,8.4,sugarcane,potato,0
Clayey,Gujarat,Kolar,Zaid,32.4,100.5,48.5,Medium,4.2,cotton,wheat,0
Alluvial,Punjab,Ludhiana,Kharif,25.8,1132.2,75.1,Medium,3.0,tomato,wheat,0
Sandy,Uttar Pradesh,Pune,Rabi,13.9,249.5,81.0,Low,6.8,rice,tomato,0
Alluvial,Haryana,Ludhiana,Zaid,34.7,152.1,40.8,High,11.3,tomato,potato,0
Clayey,Punjab,Nilokheri,Zaid,40.8,41.8,48.9,Low,9.1,soybean,rose,0
Loamy,Haryana,Jaipur,Kharif,31.6,989.5,83.1,Low,15.2,banana,cotton,0
Red,Madhya Pradesh,Rajkot,Kharif,26.2,1026.9,81.7,High,4.9,rose,banana,1
Red,Gujarat,Jaipur,Rabi,18.7,290.4,72.6,Medium,9.1,rice,cotton,0
Clayey,Punjab,Jaipur,Kharif,23.9,998.5,84.6,High,10.1,banana,sugarcane,1
Sandy,Rajasthan,Coimbatore,Kharif,32.8,599.7,81.0,Low,13.7,wheat,sugarcane,0
Clayey,Rajasthan,Kolar,Rabi,23.4,177.4,68.1,Medium,12.9,wheat,sugarcane,0
Loamy,Rajasthan,Rajkot,Kharif,29.2,1399.4,79.7,Medium,10.6,maize,sugarcane,1
Loamy,Uttar Pradesh,Ludhiana,Kharif,22.9,1396.3,81.0,Low,2.5,banana,rice,0
Loamy,Andhra Pradesh,Karnal,Kharif,32.9,1046.3,71.7,Low,10.2,rose,potato,0
Loamy,Madhya Pradesh,Rampur,Rabi,17.2,108.5,71.8,High,11.3,potato,potato,0
Black,Karnataka,Karnal,Zaid,36.1,97.6,36.5,High,7.7,potato,rose,0
Black,Punjab,Jaipur,Rabi,22.4,291.3,65.8,Medium,5.3,sugarcane,banana,0
Red,Andhra Pradesh,Manchar,Rabi,18.4,243.8,54.2,Low,13.0,maize,cotton,0
Clayey,Karnataka,Rampur,Rabi,17.1,299.5,45.5,Low,11.1,rose,mustard,1
Loamy,Maharashtra,Rajkot,Rabi,22.8,222.8,68.6,Medium,9.0,banana,mustard,1
Black,Maharashtra,Jaipur,Zaid,36.8,0.0,49.3,Medium,5.7,mustard,rice,0
Loamy,Rajasthan,Ludhiana,Rabi,19.4,186.6,71.0,Medium,6.3,tomato,soybean,0
Alluvial,Andhra Pradesh,Karnal,Kharif,29.3,1313.6,79.3,Medium,5.0,wheat,maize,1
Clayey,Tamil Nadu,Lucknow,Kharif,32.6,1001.6,87.1,High,6.3,cotton,rice,1
Red,Karnataka,Karnal,Zaid,36.3,76.5,39.1,High,2.1,rice,rose,0
Black,Punjab,Ludhiana,Kharif,32.6,931.7,88.3,Low,1.4,tomato,banana,0
Loamy,Madhya Pradesh,Coimbatore,Zaid,37.8,53.3,40.8,Medium,7.5,cotton,soybean,0
Red,Andhra Pradesh,Kolar,Rabi,14.3,123.5,64.8,Low,3.3,rose,rice,0
Alluvial,Haryana,Ludhiana,Kharif,26.4,646.6,80.8,Medium,16.4,wheat,tomato,1
Sandy,Rajasthan,Coimbatore,Zaid,35.2,37.6,23.8,Medium,10.4,none,wheat,0
Alluvial,Tamil Nadu,Lucknow,Rabi,22.0,258.6,61.6,Low,1.9,none,banana,1
Clayey,Uttar Pradesh,Pune,Zaid,39.0,92.8,50.6,Low,8.1,cotton,wheat,0
Alluvial,Maharashtra,Manchar,Kharif,31.6,1334.8,76.0,High,11.2,rose,banana,1
Loamy,Punjab,Pune,Kharif,29.7,560.4,78.6,Low,1.1,cotton,banana,0
Red,Tamil Nadu,Jaipur,Kharif,31.6,1367.5,84.5,High,2.6,rice,tomato,1
Alluvial,Andhra Pradesh,Coimbatore,Kharif,36.9,956.6,85.0,High,8.7,potato,banana,1
Loamy,Uttar Pradesh,Rampur,Kharif,24.9,1234.6,76.9,Medium,8.3,soybean,mustard,0
Loamy,Andhra Pradesh,Karnal,Zaid,39.5,75.3,30.2,Low,3.5,potato,mustard,0
Black,Madhya Pradesh,Nilokheri,Rabi,22.6,250.8,62.7,Medium,7.5,rice,mustard,1
Red,Tamil Nadu,Manchar,Kharif,27.4,1142.7,86.0,High,9.0,banana,tomato,1
Loamy,Madhya Pradesh,Pune,Zaid,37.2,159.8,36.4,High,14.3,rice,rice,0
Sandy,Andhra Pradesh,Karnal,Zaid,35.9,105.6,42.0,Medium,12.5,rice,wheat,0
Sandy,Rajasthan,Ludhiana,Rabi,23.3,263.7,66.4,Low,8.5,maize,soybean,0
Red,Maharashtra,Manchar,Zaid,32.2,94.4,40.7,Medium,0.5,sugarcane,soybean,0
Alluvial,Haryana,Coimbatore,Zaid,36.4,143.1,36.9,High,6.9,banana,rose,0
Black,Tamil Nadu,Karnal,Rabi,17.2,249.5,58.6,Low,11.2,tomato,sugarcane,0
Clayey,Rajasthan,Karnal,Rabi,17.0,329.9,60.2,High,8.0,rose,potato,1
Clayey,Tamil Nadu,Kolar,Rabi,20.0,285.1,55.5,Low,13.2,rice,mustard,1
Sandy,Karnataka,Rampur,Kharif,31.8,1238.8,70.6,High,3.4,soybean,rose,1
Sandy,Punjab,Nilokheri,Kharif,27.2,857.6,82.5,Low,3.6,none,rice,0
Red,Maharashtra,Rajkot,Zaid,36.0,14.8,38.9,Medium,10.2,tomato,cotton,0
Clayey,Andhra Pradesh,Nilokheri,Kharif,33.0,875.4,84.5,Low,9.6,rice,potato,0
Clayey,Karnataka,Pune,Zaid,35.0,50.1,32.3,Low,0.5,none,rice,0
Clayey,Karnataka,Nilokheri,Zaid,33.9,88.1,30.3,High,9.2,none,maize,1
Sandy,Gujarat,Kolar,Rabi,12.9,189.2,68.3,Low,3.7,soybean,rose,0
Alluvial,Punjab,Coimbatore,Zaid,32.4,74.4,37.0,Medium,12.0,none,soybean,0
Sandy,Madhya Pradesh,Lucknow,Kharif,29.7,1245.1,78.4,Medium,8.6,soybean,rose,1
Sandy,Andhra Pradesh,Karnal,Zaid,33.0,57.0,40.6,Low,7.4,soybean,rose,0
Black,Tamil Nadu,Jaipur,Rabi,16.6,396.5,51.9,Low,7.8,rose,soybean,0
Clayey,Tamil Nadu,Pune,Kharif,31.4,1303.8,79.4,Medium,7.6,sugarcane,rice,1
Alluvial,Punjab,Pune,Kharif,32.9,1124.9,65.6,Low,9.0,sugarcane,maize,1
Black,Haryana,Ludhiana,Rabi,18.9,177.7,49.2,Medium,3.8,banana,tomato,1
Alluvial,Rajasthan,Karnal,Rabi,19.5,85.6,69.0,Medium,8.8,potato,maize,1
Alluvial,Maharashtra,Kolar,Kharif,27.4,1240.7,88.7,Medium,6.6,wheat,soybean,1
Alluvial,Rajasthan,Kolar,Kharif,29.6,1114.3,86.5,Low,0.8,cotton,cotton,0
Red,Gujarat,Nilokheri,Kharif,34.6,965.7,84.1,High,10.4,mustard,banana,1
Black,Karnataka,Manchar,Zaid,34.8,75.2,38.6,Low,10.4,wheat,banana,0
Black,Punjab,Manchar,Kharif,31.4,1218.7,84.7,High,13.8,cotton,maize,1
Alluvial,Rajasthan,Pune,Zaid,39.4,66.5,48.0,Low,7.3,rice,cotton,0
Clayey,Madhya Pradesh,Kolar,Rabi,12.2,188.3,60.2,Low,5.2,cotton,sugarcane,1
Alluvial,Andhra Pradesh,Lucknow,Rabi,17.9,232.1,39.0,Medium,8.8,sugarcane,maize,1
Black,Andhra Pradesh,Manchar,Kharif,25.4,1210.7,86.8,Medium,13.2,wheat,wheat,0
Clayey,Madhya Pradesh,Pune,Kharif,31.3,1480.5,81.8,Medium,13.3,sugarcane,soybean,1
Clayey,Karnataka,Rajkot,Kharif,35.8,901.3,79.4,Low,3.4,tomato,mustard,0
Black,Uttar Pradesh,Karnal,Zaid,34.0,189.1,51.8,High,14.0,none,sugarcane,0
Black,Andhra Pradesh,Jaipur,Zaid,35.6,57.9,52.7,Medium,6.0,potato,tomato,1
Sandy,Karnataka,Rajkot,Kharif,26.9,1238.9,75.2,High,13.9,potato,banana,1
Red,Rajasthan,Rampur,Zaid,38.1,111.4,59.6,Medium,7.9,none,rose,1
Sandy,Gujarat,Manchar,Kharif,28.4,680.1,82.9,High,5.6,cotton,mustard,0
Sandy,Karnataka,Ludhiana,Zaid,34.4,24.9,57.4,High,11.7,potato,maize,0
Alluvial,Madhya Pradesh,Rajkot,Rabi,19.2,203.2,64.0,Medium,2.1,rice,cotton,0
Loamy,Andhra Pradesh,Kolar,Zaid,37.0,99.9,53.9,Low,7.4,sugarcane,tomato,0
Black,Tamil Nadu,Rajkot,Rabi,14.6,295.0,53.8,Low,4.8,cotton,sugarcane,0
Black,Karnataka,Rampur,Rabi,15.1,303.5,45.5,High,10.1,banana,mustard,1
Sandy,Punjab,Pune,Zaid,38.3,126.9,23.6,Low,12.5,soybean,wheat,0
Loamy,Karnataka,Kolar,Rabi,21.6,272.2,61.2,High,8.9,rose,soybean,0
Clayey,Uttar Pradesh,Jaipur,Rabi,15.3,272.6,51.3,Medium,7.0,cotton,soybean,0
Black,Madhya Pradesh,Lucknow,Kharif,32.1,732.8,78.2,High,2.3,maize,sugarcane,1
Clayey,Haryana,Karnal,Rabi,15.7,198.1,67.3,High,9.2,maize,wheat,1
Black,Karnataka,Ludhiana,Rabi,13.0,253.8,61.6,Low,12.8,banana,sugarcane,0
Sandy,Uttar Pradesh,Nilokheri,Rabi,18.5,444.6,67.6,Medium,8.2,soybean,rose,1
Alluvial,Rajasthan,Lucknow,Zaid,39.1,58.6,46.2,High,7.6,banana,rose,1
Sandy,Maharashtra,Manchar,Zaid,35.0,57.1,40.3,High,6.8,sugarcane,rice,0
Red,Tamil Nadu,Kolar,Kharif,32.1,1171.8,71.5,High,8.5,rice,sugarcane,1
Red,Haryana,Karnal,Rabi,22.2,363.2,56.3,Medium,4.6,rose,soybean,0
Loamy,Uttar Pradesh,Manchar,Zaid,35.1,104.3,49.2,Low,6.9,mustard,maize,0
Loamy,Karnataka,Rampur,Zaid,36.4,111.7,43.4,Low,7.4,banana,maize,0
Alluvial,Uttar Pradesh,Jaipur,Rabi,17.3,271.0,69.9,Low,10.7,potato,sugarcane,0
Loamy,Uttar Pradesh,Ludhiana,Zaid,41.0,38.9,25.1,Low,4.3,rose,cotton,0
Loamy,Gujarat,Coimbatore,Zaid,34.3,0.0,59.2,Low,9.9,tomato,cotton,0
Red,Karnataka,Kolar,Kharif,25.4,1164.8,80.1,Medium,11.6,rice,mustard,0
Red,Karnataka,Lucknow,Kharif,29.2,587.6,79.1,High,17.1,sugarcane,banana,1
Sandy,Andhra Pradesh,Rampur,Zaid,36.6,122.9,49.4,Low,7.7,banana,soybean,0
Black,Rajasthan,Ludhiana,Kharif,31.3,731.3,83.6,Medium,10.1,rice,tomato,1
Red,Gujarat,Kolar,Zaid,40.2,141.3,62.5,Medium,15.6,none,wheat,0
Alluvial,Gujarat,Jaipur,Rabi,14.2,158.9,54.8,High,22.0,sugarcane,cotton,0
Clayey,Haryana,Lucknow,Rabi,18.7,139.8,45.9,Medium,8.4,soybean,tomato,1
Alluvial,Maharashtra,Ludhiana,Kharif,25.9,1297.6,89.3,Medium,9.3,soybean,rice,1
Loamy,Madhya Pradesh,Jaipur,Kharif,26.8,1187.3,73.4,Medium,8.5,sugarcane,banana,1
Black,Maharashtra,Ludhiana,Zaid,33.4,77.9,44.5,High,11.0,cotton,maize,1
Loamy,Gujarat,Coimbatore,Kharif,36.3,1300.3,69.6,High,5.2,mustard,rice,1
Red,Uttar Pradesh,Jaipur,Rabi,19.3,300.0,61.3,Low,3.0,tomato,mustard,1
Loamy,Gujarat,Jaipur,Kharif,32.9,1447.9,80.2,Low,14.4,none,rose,1
Red,Gujarat,Kolar,Zaid,36.5,116.1,54.9,Low,13.4,wheat,soybean,0
Black,Rajasthan,Rajkot,Kharif,33.8,1169.6,74.2,High,2.4,mustard,wheat,0
Alluvial,Karnataka,Karnal,Zaid,35.0,103.4,40.2,High,7.1,none,maize,1
Loamy,Tamil Nadu,Rajkot,Rabi,17.5,337.9,70.0,Medium,9.1,tomato,rose,1
Alluvial,Punjab,Nilokheri,Kharif,32.2,1591.2,83.2,High,7.2,tomato,tomato,0
Sandy,Madhya Pradesh,Ludhiana,Zaid,34.5,42.0,47.0,Low,6.5,soybean,cotton,0
Loamy,Maharashtra,Coimbatore,Rabi,19.4,227.2,54.9,Medium,6.9,mustard,soybean,0
Sandy,Maharashtra,Rampur,Rabi,16.7,351.2,49.0,High,13.5,wheat,soybean,0
Sandy,Gujarat,Coimbatore,Rabi,20.9,208.4,69.4,High,8.7,sugarcane,mustard,0
Sandy,Rajasthan,Rajkot,Zaid,34.4,78.2,43.7,High,2.5,potato,cotton,0
Sandy,Haryana,Rampur,Zaid,36.3,90.6,39.7,High,7.1,rose,maize,0
Clayey,Haryana,Rampur,Zaid,36.7,29.9,52.0,High,6.7,tomato,wheat,0
Alluvial,Punjab,Karnal,Kharif,28.1,1524.4,85.9,High,8.2,sugarcane,maize,1
Loamy,Karnataka,Lucknow,Kharif,31.2,1175.8,72.6,Low,7.0,banana,soybean,1
Loamy,Tamil Nadu,Jaipur,Kharif,34.1,894.9,78.9,Medium,2.6,none,cotton,1
Sandy,Uttar Pradesh,Coimbatore,Zaid,36.4,128.7,39.6,Medium,10.5,sugarcane,banana,0
Clayey,Tamil Nadu,Karnal,Zaid,35.8,149.7,51.3,Medium,3.4,sugarcane,rose,1
Red,Tamil Nadu,Coimbatore,Kharif,28.1,911.4,89.7,Medium,10.6,tomato,cotton,1
Red,Uttar Pradesh,Kolar,Kharif,33.6,1272.4,79.9,Low,6.8,rose,rice,0
Black,Madhya Pradesh,Karnal,Zaid,39.6,41.8,40.6,High,11.6,maize,wheat,0
Black,Haryana,Karnal,Rabi,20.1,253.3,61.5,High,6.0,tomato,tomato,0
Sandy,Rajasthan,Rampur,Kharif,27.8,1178.2,77.0,Low,7.2,banana,maize,0
Alluvial,Andhra Pradesh,Manchar,Rabi,13.5,228.7,55.8,Medium,10.0,potato,wheat,1
Loamy,Uttar Pradesh,Rampur,Kharif,30.9,855.1,88.8,Medium,10.2,none,cotton,1
Sandy,Punjab,Rajkot,Zaid,37.3,68.1,47.8,Low,5.3,mustard,soybean,0
Alluvial,Haryana,Coimbatore,Zaid,35.9,43.0,27.1,High,4.1,rice,soybean,0
Clayey,Uttar Pradesh,Ludhiana,Rabi,19.5,142.8,66.3,Low,2.8,maize,banana,0
Black,Punjab,Jaipur,Kharif,25.6,1328.8,84.9,Medium,10.6,rose,rose,0
Black,Punjab,Pune,Zaid,39.0,40.3,62.8,Low,6.4,cotton,banana,0
Sandy,Karnataka,Karnal,Kharif,32.3,1037.3,66.2,Low,11.9,rice,banana,0
Red,Uttar Pradesh,Nilokheri,Zaid,35.3,0.0,52.3,Low,9.1,soybean,maize,0
Clayey,Punjab,Jaipur,Kharif,28.6,863.0,78.9,Low,14.4,sugarcane,wheat,0
Loamy,Maharashtra,Karnal,Rabi,18.2,456.2,61.5,Medium,4.3,none,tomato,1
Black,Andhra Pradesh,Manchar,Rabi,18.4,177.0,53.2,Low,9.2,sugarcane,mustard,1
Red,Uttar Pradesh,Kolar,Rabi,17.2,428.2,79.8,Medium,7.4,cotton,rice,0
Alluvial,Karnataka,Pune,Kharif,25.4,1361.9,78.5,Medium,4.5,soybean,rice,1
Loamy,Tamil Nadu,Manchar,Rabi,22.8,132.9,65.8,High,5.4,wheat,soybean,0
Black,Uttar Pradesh,Rajkot,Rabi,16.4,135.5,51.9,Medium,5.7,rice,rice,0
Alluvial,Maharashtra,Rajkot,Rabi,16.9,293.9,73.0,Medium,10.0,sugarcane,tomato,1
Loamy,Maharashtra,Nilokheri,Zaid,36.7,125.9,37.0,High,6.3,cotton,wheat,0
Red,Haryana,Nilokheri,Kharif,29.0,1724.9,81.9,Low,5.7,none,wheat,0
Red,Andhra Pradesh,Rampur,Kharif,25.1,1271.0,81.4,Low,6.3,sugarcane,mustard,0
Black,Haryana,Ludhiana,Zaid,34.8,93.5,32.3,Low,15.8,rice,maize,0
Alluvial,Andhra Pradesh,Rajkot,Kharif,35.1,996.0,81.5,Medium,9.5,banana,rose,1
Black,Rajasthan,Pune,Zaid,35.4,86.5,38.6,High,13.1,maize,soybean,0
Black,Uttar Pradesh,Coimbatore,Kharif,29.4,1033.8,79.0,Medium,11.2,sugarcane,rice,0
Black,Karnataka,Lucknow,Rabi,20.6,232.3,49.2,Low,12.4,wheat,wheat,0
Black,Rajasthan,Nilokheri,Kharif,29.0,1271.6,87.0,High,15.0,cotton,potato,0
Clayey,Tamil Nadu,Karnal,Zaid,35.4,109.3,52.0,Medium,12.3,mustard,banana,0
Clayey,Haryana,Lucknow,Kharif,31.1,942.3,85.6,Low,7.8,mustard,mustard,0
Loamy,Punjab,Kolar,Kharif,25.5,887.2,78.7,High,9.3,none,banana,1
Alluvial,Gujarat,Rajkot,Zaid,38.0,111.2,50.6,High,8.4,tomato,banana,1
Red,Madhya Pradesh,Manchar,Kharif,29.6,618.9,74.1,Low,2.0,mustard,rice,0
Clayey,Uttar Pradesh,Lucknow,Kharif,28.0,792.8,84.6,Low,4.7,maize,cotton,0
Alluvial,Haryana,Rampur,Rabi,16.6,246.2,72.9,Medium,8.5,none,rose,1
Red,Maharashtra,Ludhiana,Kharif,31.2,1120.9,87.0,High,0.9,sugarcane,cotton,1
Red,Rajasthan,Karnal,Zaid,36.3,105.6,59.4,High,8.9,mustard,maize,1
Red,Rajasthan,Rampur,Zaid,36.7,0.9,26.6,Low,11.6,soybean,wheat,0
Clayey,Gujarat,Pune,Kharif,33.9,1148.3,76.9,High,10.5,potato,wheat,0
Black,Andhra Pradesh,Coimbatore,Rabi,23.0,323.8,59.2,Low,16.0,maize,tomato,1
Clayey,Madhya Pradesh,Coimbatore,Rabi,17.2,139.4,60.6,Low,3.8,mustard,tomato,0
Alluvial,Tamil Nadu,Rampur,Zaid,37.8,126.5,56.9,High,3.9,rose,rice,0
Sandy,Tamil Nadu,Manchar,Zaid,35.6,0.0,49.8,Medium,9.8,rice,banana,0
Red,Karnataka,Kolar,Kharif,35.6,497.4,85.7,Low,9.6,banana,wheat,0
Loamy,Rajasthan,Kolar,Zaid,36.4,84.3,47.7,High,6.7,rose,tomato,1
Red,Karnataka,Coimbatore,Zaid,31.3,105.1,48.1,High,5.8,maize,soybean,0
Alluvial,Haryana,Manchar,Kharif,33.8,668.7,71.8,Low,8.3,maize,wheat,0
Black,Madhya Pradesh,Jaipur,Kharif,28.0,993.1,84.9,High,13.4,maize,maize,0
Alluvial,Karnataka,Nilokheri,Zaid,34.6,0.6,46.4,High,7.8,rose,mustard,0
Black,Karnataka,Manchar,Rabi,18.2,98.9,72.1,Medium,6.9,maize,potato,1
Black,Tamil Nadu,Pune,Kharif,34.4,891.4,87.9,Low,5.3,rose,wheat,0
Red,Rajasthan,Manchar,Rabi,12.9,211.1,38.8,High,5.4,cotton,tomato,1
Sandy,Karnataka,Nilokheri,Zaid,40.1,71.7,48.5,High,10.6,tomato,rice,0
Alluvial,Tamil Nadu,Lucknow,Rabi,21.1,276.0,72.1,High,7.9,rice,cotton,0
Black,Madhya Pradesh,Rajkot,Zaid,36.3,58.8,44.4,High,12.2,none,rice,0
Loamy,Andhra Pradesh,Ludhiana,Zaid,35.6,80.8,34.9,Medium,10.9,banana,cotton,0
Alluvial,Maharashtra,Nilokheri,Rabi,13.6,169.8,57.3,Low,16.7,rose,banana,1
Black,Haryana,Rampur,Zaid,36.2,89.8,60.5,High,9.3,tomato,rose,1
Alluvial,Gujarat,Pune,Rabi,17.8,242.6,57.8,High,5.4,rice,rice,0
Red,Punjab,Lucknow,Rabi,18.0,267.3,43.8,Low,3.2,cotton,sugarcane,0
Alluvial,Gujarat,Nilokheri,Kharif,30.3,1454.3,81.6,Low,9.3,potato,rice,0
Black,Karnataka,Nilokheri,Kharif,29.2,1279.1,76.9,Medium,7.6,wheat,tomato,1
Clayey,Karnataka,Rampur,Rabi,15.7,64.3,61.5,Medium,8.3,potato,tomato,1
Black,Uttar Pradesh,Rajkot,Zaid,34.4,159.8,41.7,Medium,6.1,tomato,maize,1
Alluvial,Gujarat,Jaipur,Zaid,37.6,114.2,55.5,Medium,9.5,tomato,soybean,0
Alluvial,Punjab,Lucknow,Zaid,33.8,33.4,38.5,Medium,6.6,rice,cotton,0
Loamy,Tamil Nadu,Lucknow,Zaid,35.3,101.9,35.9,Medium,6.0,soybean,maize,1
Loamy,Gujarat,Jaipur,Zaid,35.3,82.8,29.3,Medium,7.6,rice,tomato,1
Black,Karnataka,Manchar,Rabi,16.2,261.9,63.8,Medium,10.4,potato,cotton,0
Clayey,Andhra Pradesh,Nilokheri,Zaid,37.3,146.7,52.2,High,8.5,maize,soybean,0
Loamy,Gujarat,Lucknow,Kharif,27.2,999.2,77.9,Medium,4.3,sugarcane,banana,1
Black,Andhra Pradesh,Karnal,Kharif,22.5,1108.4,81.2,Medium,15.7,soybean,maize,1
Alluvial,Tamil Nadu,Nilokheri,Rabi,23.6,306.3,66.8,High,4.7,rice,tomato,1
Red,Madhya Pradesh,Kolar,Kharif,30.6,1136.4,79.4,Low,4.9,cotton,rose,1
Alluvial,Uttar Pradesh,Rajkot,Zaid,36.8,201.4,31.3,Low,13.8,mustard,banana,0
Clayey,Haryana,Jaipur,Rabi,22.0,87.9,47.2,Low,9.1,wheat,maize,0
Clayey,Karnataka,Pune,Kharif,29.1,1256.9,89.2,High,7.8,wheat,potato,0
Clayey,Punjab,Pune,Rabi,22.4,272.9,61.8,Low,12.2,mustard,banana,0
Black,Karnataka,Jaipur,Kharif,28.0,1241.5,85.1,Medium,4.3,none,mustard,0
Black,Haryana,Coimbatore,Zaid,39.9,14.6,40.4,High,4.9,maize,rice,0
Sandy,Gujarat,Rajkot,Kharif,26.9,1505.6,81.0,Low,9.0,maize,tomato,0
Black,Andhra Pradesh,Lucknow,Kharif,34.8,433.4,85.3,High,11.6,potato,tomato,1
Black,Tamil Nadu,Kolar,Rabi,16.3,244.2,65.1,Medium,19.1,rice,soybean,0
Alluvial,Tamil Nadu,Pune,Kharif,31.3,1369.6,82.9,High,2.0,banana,cotton,1
Clayey,Madhya Pradesh,Nilokheri,Zaid,38.2,52.3,42.8,Low,11.3,mustard,soybean,0
Alluvial,Punjab,Rampur,Rabi,13.5,234.3,69.4,High,7.6,banana,cotton,0
Black,Andhra Pradesh,Manchar,Zaid,31.5,89.9,54.0,Low,6.1,tomato,mustard,0
